# The 95% sensitivity to epsilon*sqrt{gChi} in pi^0 decay DM-nucleus scattering @ COHERENT
# 
# Shao-Feng Ge (gesf02@gmail.com)
# 
# 2018-07-03 19:27:20
# 
# Columns: DM mass [MeV], DM mass/V' mass, 95% upper limit on epsilon*gChi
# 
0.01         0.1          6.24138e-06 
0.0143628    0.1          4.85504e-06 
0.020629     0.1          5.66462e-06 
0.0296291    0.1          6.17615e-06 
0.0425558    0.1          7.13249e-06 
0.0611221    0.1          8.17311e-06 
0.0877885    0.1          9.44672e-06 
0.126089     0.1          1.11517e-05 
0.181099     0.1          1.32962e-05 
0.26011      0.1          1.58791e-05 
0.373591     0.1          1.89397e-05 
0.536581     0.1          2.27152e-05 
0.770682     0.1          2.73458e-05 
1.10692      0.1          3.29121e-05 
1.58984      0.1          3.99786e-05 
2.28346      0.1          4.88347e-05 
3.2797       0.1          6.05118e-05 
4.71057      0.1          7.6916e-05  
6.7657       0.1          0.000103942 
9.71745      0.1          0.000168419 
13.957       0.1          0.554339    


0.01         0.2          4.15837e-06 
0.0148693    0.2          4.29168e-06 
0.0221097    0.2          4.58317e-06 
0.0328756    0.2          5.56109e-06 
0.0488837    0.2          6.2822e-06  
0.0726868    0.2          6.70082e-06 
0.10808      0.2          7.68274e-06 
0.160708     0.2          9.08666e-06 
0.238962     0.2          1.08729e-05 
0.35532      0.2          1.30945e-05 
0.528337     0.2          1.5841e-05  
0.785601     0.2          1.94045e-05 
1.16814      0.2          2.35867e-05 
1.73694      0.2          2.88592e-05 
2.58271      0.2          3.54768e-05 
3.84031      0.2          4.39867e-05 
5.71028      0.2          5.50556e-05 
8.4908       0.2          7.08923e-05 
12.6252      0.2          9.63196e-05 
18.7729      0.2          0.000156688 
27.914       0.2          0.553966    


0.01         0.3          3.78576e-06 
0.0151738    0.3          3.86945e-06 
0.0230246    0.3          5.1212e-06  
0.0349371    0.3          5.71928e-06 
0.053013     0.3          5.23605e-06 
0.0804412    0.3          6.02935e-06 
0.12206      0.3          6.88544e-06 
0.185212     0.3          8.24218e-06 
0.281038     0.3          9.60805e-06 
0.426443     0.3          1.16311e-05 
0.647078     0.3          1.43774e-05 
0.981866     0.3          1.76166e-05 
1.48987      0.3          2.162e-05   
2.2607       0.3          2.66225e-05 
3.43036      0.3          3.30181e-05 
5.20517      0.3          4.11708e-05 
7.89825      0.3          5.20279e-05 
11.9847      0.3          6.71896e-05 
18.1854      0.3          9.16363e-05 
27.5942      0.3          0.000148249 
41.871       0.3          0.552882    


0.01         0.4          3.87257e-06 
0.0153937    0.4          5.03451e-06 
0.0236966    0.4          5.44848e-06 
0.0364777    0.4          4.49298e-06 
0.0561527    0.4          5.36966e-06 
0.0864397    0.4          5.87023e-06 
0.133062     0.4          6.91744e-06 
0.204832     0.4          7.41794e-06 
0.315312     0.4          8.82447e-06 
0.485382     0.4          1.0938e-05  
0.747181     0.4          1.33595e-05 
1.15019      0.4          1.65059e-05 
1.77056      0.4          2.02711e-05 
2.72555      0.4          2.51957e-05 
4.19562      0.4          3.13763e-05 
6.45861      0.4          3.9197e-05  
9.94218      0.4          4.96939e-05 
15.3047      0.4          6.4224e-05  
23.5595      0.4          8.7265e-05  
36.2668      0.4          0.000140838 
55.828       0.4          0.551103    


